business_id,name,address,latitude,longitude,stars,review_count,is_open,categories
a62d7e_xXeljJcOUHkJjkg,Circles Contemporary Asian,1516 Tasker St,39.9306471,-75.1707286,3.5,377,1,"Vegetarian, Asian Fusion, Thai"
GROg6x3Lf-Tp3TgiTtYsoA,Dave & Buster's,1995 Franklin Mills Cir,40.0917381094,-74.9609848045,2.0,185,1,"Arts & Entertainment, American (Traditional), Eatertainment, Event Planning & Services, Nightlife, Arcades, Bars, Venues & Event Spaces"
RVFgQyQg-UWdQjZVbyB4YA,Asian Fusion Garden,243 S 10th St,39.947038,-75.157443,3.0,18,0,"Chinese, Thai, Asian Fusion"
adlLsuafIDO_OOAr4tG1bg,Fatboy & Slim's,3929 Sansom St,39.9548253,-75.2009783,3.0,15,0,"Sandwiches, Burgers"
MJCKZqLXluoRRYuAT-SOCQ,Tastykake,"3 Crescent Dr, Ste 200",39.8959434,-75.1739639,2.5,47,1,"Food, Bakeries"
or_WcjWELDsssk2JruvJcg,Café Lutecia,2301 Lombard St,39.9465958,-75.1796066,4.0,199,1,"Breakfast & Brunch, French"
9YyeoqIBSEL_uikPBTZZUQ,Hadramout,136 S 45th St,39.9557192,-75.2117204,4.5,90,1,"Arabic, Halal, Middle Eastern"
xW6nJmGqY-lq4i0xKtBMCg,Kings Oak,1031 Germantown Ave,39.9664092,-75.138663,3.5,67,0,"American (New), Bars, Nightlife"
qHe8EQyf72nWO633eGxG7A,Big Ass Slices,218 Market St,39.9497522,-75.1444806,3.5,240,1,"American (Traditional), Pizza"
DEh5BPKE8LHm4PUsH_E1ig,Pat's Pizza & Pasta,1410 S St,39.943568,-75.166054,3.0,36,1,"Italian, Salad, Pizza"
GZwgmKNS01hEWKQaRTro_A,The Bean Cafe,615 South St,39.9420800965,-75.1529073994,3.5,93,0,"Coffee & Tea, Food"
9TRGordD4MbOR2mglgcvpA,New Queen Chinese,7552 Haverford Ave,39.9781816,-75.2672874,3.0,13,1,Chinese
eubQohkn22b4IytlVNz20g,Wishbone,210 S 13th St,39.9484184,-75.1623776,3.5,191,1,"Nightlife, Bars, Chicken Shop, American (New), Fast Food, Cocktail Bars, Comfort Food, Chicken Wings, Sandwiches, Burgers"
2ISww4-o249VMoy7zKsWBA,Just Cravings,946 N 2nd St,39.9653868,-75.1406986,3.0,74,1,"Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato, Sandwiches, Food, Desserts, Juice Bars & Smoothies, Soup"
fl08K_-1-EVKCQxH6L0tjQ,Fu Hai Restaurant,"2842 Saint Vincent St, Unit B2",40.0416703384,-75.0545130964,3.5,8,1,"Dim Sum, Fuzhou, Chinese"
sZS0tCE8zUk4qmK_CUaDPg,Ume No Hana,13314 Philmont Ave,40.1291576108,-75.0236818693,4.0,41,0,"Japanese, Sushi Bars, Chinese"
HDFpIdD3BFYrrTIJuQTnVA,Shanghai Gourmet Chinese Restaurant,"51 N 12th St, Ste 58",39.953432,-75.159193,3.5,42,1,Chinese
3eAGbHu2VFz8dVNC_dO5ow,Lorenzo's Cafe Espresso Ristorante Italiano,4741 Princeton Ave,40.0273628392,-75.0379283354,4.5,58,1,"Food, Italian, Breakfast & Brunch, Cafes, Coffee & Tea, Salad, Desserts, Sandwiches"
4ZZIxkhZrmRpyNiMjmQG8A,Underdogs,1205 S 9th St,39.9340442,-75.1582976,4.0,32,0,"Hot Dogs, Salad"
yeYnsfWaWxtcDpbTcBgPTg,Peace A Pie,1429 Marlborough St,39.9733597,-75.1336174,4.0,9,1,"Salad, Pizza, Desserts, Food"
eoj3iAmpgbRIi56yxcTQxA,Hook & Reel Cajun Seafood & Bar,9763 Roosevelt Blvd,40.0852593,-75.0232518,3.5,100,1,"Seafood, Cajun/Creole"
e4akHZdEhNWOiaE4hj0OFw,Divan Mediterranean Grill,622 S 6th St,39.9413552,-75.1524914,3.5,59,0,"Mediterranean, Turkish"
b8zYL8751HJXc0XlUw5K3g,Taco & Ramen,615 South St,39.9422431,-75.1529191,5.0,26,1,"Mexican, Vegan, Juice Bars & Smoothies, Food, Japanese"
_4E8aECY-679SxLH4R0Z3g,Amoroso's,845 S 55th St,39.945919,-75.2332298,3.0,5,0,"Bakeries, Food"
QJZdu9kFpKh4Fy8_YuvvXQ,La Saveur,800 S 9th St,39.9396771,-75.1578557,5.0,7,0,"Caterers, French, Food, Mediterranean, Sandwiches, Event Planning & Services, Desserts"
GpEEc2ErQ2TgQk5sGYx9aw,Elena's Soul Lounge,4912 Baltimore Ave,39.9480077,-75.2218735,4.0,43,0,"Bars, Lounges, Soul Food, Southern, Nightlife"
zGD1PUe6bksPqx5XUqGUIQ,Al's Corner Deli and Catering Services,7940 Torresdale Ave,40.0352699,-75.0255875,4.0,78,1,"Food, Event Planning & Services, Caterers, Delis"
yuO-Qy1QQVumIhO0ijvl3w,Aroma Cafe,3701 Chestnut St,39.955066,-75.196776,4.0,10,0,"Food, Do-It-Yourself Food, Coffee & Tea, Cafes"
15JFk0bn7HJ9g9-N7tXl_Q,Heung Fa Chun Sweet House,112 N 10th St,39.9540118,-75.1562827,4.5,237,1,"Chinese, Food, Desserts"
yrpbZJblFvKpXSMvj--WVQ,Blue Cross RiverRink Winterfest,101 S Columbus Blvd,39.9482667972,-75.1399237486,4.0,67,1,"Nightlife, Skating Rinks, Hotels & Travel, Event Planning & Services, Bars, Comfort Food, Active Life, Hotels"
3Rj9ItAP5k_i6YVmFJgC9w,Mica Restaurant,8609 Germantown Ave,40.0768628695,-75.2075530661,4.5,156,0,American (New)
wiI0GYhfuIjrBldrQdytWg,Huong Tram,1601 Washington Ave,39.9391517,-75.1703161,4.0,88,0,Vietnamese
Yuwn7udUEvLiOsTpJHQkQA,Green Line Cafe,518 S 4th St,39.9420818001,-75.1491229981,2.5,6,1,"Cafes, Coffee & Tea, Food"
rTKDUHlkWvatEfHOxD_O2g,Adriano's Cucina Italiana,13023 Bustleton Ave,40.1240923,-75.0146487,3.0,28,0,"Italian, Bars, Nightlife"
P7anLq0I2xzyEpS9HdpkSA,Hey Hummus,2101 Chestnut St,39.9525387343,-75.1758082956,4.0,53,0,"Vegetarian, Middle Eastern, Kebab, Vegan, Breakfast & Brunch, Greek, Kosher, Mediterranean"
1cjR9b6qWme6ipVIffWlow,Social House,2100 South St,39.9450147098,-75.1771122734,3.5,12,1,"Venues & Event Spaces, Food, Event Planning & Services, Coffee & Tea, Breakfast & Brunch, American (New)"
8VfQxXmbPdn8zvsVpYcBWA,Cafe L'Aube,222 W Rittenhouse Sq,39.949195,-75.173373,4.0,54,0,"Food, Internet Cafes, French, Bakeries, Cafes, Coffee & Tea"
L8jywv8RrssSIHn1f-ZYKQ,Linda's Cart,4400 Woodland Ave,39.953042,-75.217928,5.0,16,1,"Food, Food Stands"
uj5QvIphe4ZWHBTCJRVkaQ,Olympia Ii Pizza & Restaurant,616 South St,39.9419087,-75.1528393,3.5,38,1,Pizza
2BRbu3cBbH2bCgzN3DVc8w,Table 31,"Comcast Center, 1701 JFK Blvd",39.9540959695,-75.1681137085,2.5,127,0,"Steakhouses, Italian"
SYWEMv9i_Pmc9AIfxHWl4Q,Pastoral Korean Restaurant,205 S 13th St,39.9485389,-75.1620259,3.5,40,0,"Korean, Professional Services"
z6-Nxhr-JX4OBOpmknkkgw,Cup of Joe and More,1417 W Porter St,39.9196628,-75.171532,5.0,5,0,Cafes
AvdhZ3RgY3xJbW-JMACcMg,J C Chinese Restaurant,1701 S 8th St,39.9277438,-75.1585739,2.0,53,0,Chinese
ol8pa4uP3mu97ii5gvw9qg,Chickie's & Pete's,1 Citizens Bank Way,39.9063127802,-75.1657080966,3.0,28,1,"Food Stands, Seafood, Fast Food, American (New)"
Yu_QofgDAjn__QsMi5Wudg,The Victoria Freehouse,10 S Front St,39.9491057409,-75.1424021098,4.0,220,1,"Bars, Nightlife, British, Pubs, Breakfast & Brunch"
6y3ieaio3N5I157dwA2IcQ,Wawa,1190 Market St,39.951762,-75.159783,2.0,19,1,"Coffee & Tea, Sandwiches, Food, Convenience Stores"
X2VNoC43s7df58HHDCqMwg,Green Olives Market,992 N 2nd St,39.966246,-75.1402736,3.5,17,0,"Ethnic Food, Food, Mediterranean, Specialty Food"
3LzUSNKw29s6NEpMOfkJdw,Jade Garden,1525 S 11th St,39.930121,-75.1628263,2.5,5,0,Chinese
wgoe4T_BDoV9lljhKo9gUw,Ugly Duckling,212 S 11th St,39.9481899048,-75.1592285559,3.5,19,0,"Bars, Breakfast & Brunch, American (New), Nightlife, Cocktail Bars"
l0EaGQCdik3sXG1mX0D6aQ,Panini's Trattoria,317 Market St,39.950533,-75.146257,3.5,100,0,Italian
HjewUoIXMm7yLu3aqQVTLg,Peking Inn,"2020 Penrose Ave, Ste D",39.911958,-75.183405,2.5,13,1,"Food, Beer, Wine & Spirits, Cantonese, Chinese, Hotels, Event Planning & Services, Hotels & Travel"
j-Akv5AL-z1vuM04oJRc8Q,Paradiso,1627 E Passyunk Ave,39.9292709,-75.1639093,3.5,117,0,"Nightlife, Italian, Mediterranean, Bars, Wine Bars, Greek"
TrkN92GvXWtsKvxu4l7leA,Ruby Tuesday,1534 Franklin Mill Boulevard,40.0872574,-74.9617526,2.0,24,0,"Burgers, Desserts, American (Traditional), Food"
waWvlZPOgPkfSTsnCju4aA,Amma's South Indian Cuisine,1518 Chestnut St,39.950914,-75.1664173,4.0,301,1,Indian
IbfjmW7svGRQs7zIBwx-EA,Her Daughters Cafe,2533 E Clearfield St,39.9850721564,-75.106799081,4.5,22,1,"Food, Breakfast & Brunch, Coffee & Tea, Desserts"
NaRqFZ_l3LCHnX9j2TND-Q,Saladworks,1760 Market St,39.9527848,-75.169911,2.5,22,0,"Vegetarian, Salad, American (Traditional), Soup, American (New), Sandwiches"
5Fm6khB-De-OdqATep9J9Q,NYPD Pizza,140 S 11th St,39.9489444,-75.1590443,3.5,198,1,Pizza
04o5yH6y_49RkLuEaiW5mg,Debreaux's,2135 N 63rd St,39.9892351,-75.2497887,3.0,50,1,"Seafood, Soul Food"
ZGChyjzwb_buWTT6Wg-q7g,Ahi Sushi,9999 Bustleton Ave,40.1024605,-75.0287641,4.0,122,1,"Japanese, Sushi Bars"
J2fh7F5wZ9BwjfKbxqQWiw,Philly Diner,3901 Walnut St,39.954081,-75.20037,2.0,63,0,Diners
lGwmPQcKEGPIEWKGSoM1kw,Hook & Reel Cajun Seafood & Bar,1534 Franklin Mills Cir,40.087259,-74.961747,3.5,20,1,"Seafood, Cajun/Creole"
Tfez9ZWvwBNxeQ50AAeLXg,China House,616 South St,39.9419275748,-75.1527338072,3.5,30,0,Chinese
qDoCzQxqKBYYlijWgv2TvQ,Papa Nick's Pizza,199 W Godfrey Ave,40.0451589,-75.1233779,2.5,48,1,Pizza
q7Ofe_Oeh5gnSqynB906_g,Tico's Tacos Tex Mex,1627 South St,39.9443093,-75.1697575,4.0,66,1,"Mexican, Tex-Mex"
rASuqLwbsV25f8-BHWpRCA,Billy G's Luncheonette,345 N 12th St,39.9590027,-75.1581895,4.5,8,0,Diners
P-a6WMxnBncXP4ZnFXeYww,NetCost Market,11701 Bustleton Ave,40.1189414,-75.0167746,4.0,63,1,"Fruits & Veggies, Specialty Food, Russian, Delis, Grocery, Food, Cheese Shops"
oTTx4ObLjOWVCtGXU_8AUw,K Pot South Philly,330 W Oregon Ave,39.9139657135,-75.157051912,4.0,71,1,"Hot Pot, Barbeque, Korean"
YbpNzwI5iBvsBDwdwc9Mmg,Gordon Stein -I Love Philly Homes Team - Compass,"1624 Locust St, Floor 5",39.9486110317,-75.1689969905,5.0,5,1,"Real Estate, Real Estate Agents, Home Services, Cheesesteaks, Property Management"
gRSMrEF92ZsC2MBlUr3iOA,Down Dog Healing Cafe,1001 S 10th St,39.9378786,-75.1595348,4.5,30,0,"Food, Coffee & Tea, Cafes, Gluten-Free, Juice Bars & Smoothies"
YFZEUO2lipPqQdWGqPWUew,Taco Bell,3619 Aramingo Avenue,39.993535,-75.096423,3.5,19,1,"Mexican, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food"
XoG1lIHgjWE-1-YKaa4J7g,Azzaam's,"2617 Grays Ferry Ave, Unit A",39.9405350879,-75.1870397106,4.0,8,0,Soul Food
gWik8tjd8Z5OGlMyZGrqEg,Taqueria Del Norte,2859 Holme Ave,40.0571340836,-75.0303088501,3.5,36,0,"Tacos, Mexican"
mJyNbjEdlv_KHBbpim0gQg,China House,4653 Walnut St,39.9559957,-75.2154159,3.0,21,0,Chinese
LsEUy6GZ6hCLnKzLG-n_Og,Cosi,2461 N 54th St,39.9963587,-75.2344057,3.0,5,0,"American (New), Sandwiches"
pxdliCtWkCuXW9uHYk8Y9w,Glick’s Rib Shack,51 N 12th St,39.9531593,-75.1590984,4.5,73,1,"Barbeque, Food Stands, Farmers Market, Food"
UIzaUKz90UWNHi0vLk5VwQ,Popeyes Louisiana Kitchen,4501 Castor Ave,40.016768,-75.096429,2.0,5,1,"Southern, Fast Food, Chicken Wings, American (Traditional), Local Flavor"
FcZxIZcFyJFDny8J83KzCw,Andorra Ping Pong,8500 Henry Ave,40.062785,-75.237447,4.0,121,1,"Chinese, Szechuan, Seafood"
ebuycCvuqc3kn4wSBBOxVQ,The Piazza,1001 N 2nd St,39.9665611,-75.1399899,3.5,126,1,"Shopping, Arts & Entertainment, Real Estate, Home Services, Art Galleries, Event Planning & Services, Local Flavor, Venues & Event Spaces, Apartments"
6ZNPs8scX5D9i_7IVOl0Zg,Cassava North American Grille,1619 Grant Ave,40.0880408,-75.0376589,3.5,7,0,American (Traditional)
2VgdPHszJdhOxzVFBbUPAA,Down North Pizza,2804 W Lehigh Ave,39.9967403,-75.1772234,4.5,55,1,"Chicken Wings, Pizza, Pop-Up Restaurants"
4rhH2r1lL7ujqnvTwZo--w,Chipotle Mexican Grill,"1625 Chestnut St, Ste F6",39.9515705,-75.1680038,3.5,24,1,"Mexican, Fast Food"
PYtMqV_xv_EAhDbnfREf7Q,Hahnemann University Hospital Cafeteria,230 N Broad St,39.9571806,-75.1628984,3.5,7,0,Cafeteria
03Z0iTZ29-Mh02OXE7sPBQ,Taco Bell,7500 Bustleton Avenue,40.0510400798,-75.0572700799,2.5,12,1,"Mexican, Tacos, Breakfast & Brunch, Fast Food"
Ahiia0mDn0VYt-t6S12exA,NAM Vietnamese Kitchen,"3816 Chestnut St, Space 2",39.9551256,-75.1998158,3.5,35,1,Vietnamese
jCJnPdOPoor62kKZPxqrIg,La Parada 2,1543 E Luzerne St,40.007197,-75.09732,3.5,9,1,"Caribbean, Spanish, Dominican, Breakfast & Brunch, Latin American"
0zwoiosqg2_VgqtOuQGS9A,Old City Asian Bistro,206 Market St,39.9498363,-75.1441472,4.0,34,0,Asian Fusion
BfQ4W2cNB2ZSd7yaAhE_BA,PHS Pop Up Garden,1438 South St,39.943584,-75.1669,4.5,186,0,"Parks, Active Life, Beer Gardens, Mexican, Local Flavor, Nightlife, Bars, Beer, Wine & Spirits, Food"
KTl3dH_1t4PLts01K5WQeA,Granite Hill,2600 Benjamin Franklin Parkway,39.9657459198,-75.1810451801,3.5,45,0,"French, American (New)"
XylObKandNdgPcvqdbA64w,Scanlon's Saloon,4201 Manayunk Ave,40.0263844,-75.2154182,3.5,14,1,"Chicken Wings, Event Planning & Services, Venues & Event Spaces, Bars, Pubs, Local Flavor, Sports Bars, American (Traditional), Nightlife, Comfort Food"
5ItgryJvadUrKVljjJ8l4g,Que Chula Es Puebla,1356 N 2nd St,39.972369,-75.1391965,4.0,256,1,Mexican
C7tsqS3EHvh8TTbrDHGkYA,Cafe Bella Vista,764 S 9th St,39.9399549,-75.1578785,3.5,7,0,"Food, Event Planning & Services, Caterers, Internet Cafes, Breakfast & Brunch, Cafes, Coffee & Tea"
LozA3u1TmiNFJTwwtDEMjA,The Creperie,1291 W Norris St,39.9829159318,-75.1543985905,4.5,111,1,"Creperies, Food, Specialty Food, Food Stands, Food Trucks"
Xj_DosaJMiWex1NFwdsFeQ,Don Giovanni's Pizza Bar & Restaurant,7100 Castor Ave,40.0483879,-75.0693051,2.5,29,1,Pizza
NpWGrKnmm44CzpZ1Wi1bLQ,HOME Page Cafe,1901 Vine St,39.9596055,-75.1710236,4.5,8,0,"Food, Coffee & Tea"
D64SJopgUAeXY_l7tX8klg,Flying Carpet Cafe & Bar,1841 Poplar St,39.9713119,-75.1673709,4.0,39,0,"Middle Eastern, Tapas/Small Plates, Mediterranean, Bars, Nightlife"
05ev984NYfimRN0UiFrxaA,Osteria,640 N Broad St,39.965015,-75.161076,4.0,877,1,"Nightlife, Italian, Bars, Wine Bars"
X1KTKksxwFTg_t21iWPMMA,Salento,2216 Walnut St,39.9508361816,-75.1782989502,3.5,113,0,Italian
3FKIev7ZB_KE6XHL9sUJCg,Strangelove's,216 S 11th St,39.948089,-75.1592111423,4.0,443,1,"Nightlife, Event Planning & Services, Local Flavor, Bars, American (Traditional), Unofficial Yelp Events"
A9bqf3aoiQXX9WBswewivg,Rotisseur,102 S 21st St,39.9519347107,-75.1756812127,3.5,243,0,"Vietnamese, Sandwiches, Southern, American (New)"
77eLvITjZT6P6KNSsw0n4g,Espresso Cafe & Sushi Bar,7814 Castor Ave,40.0585655,-75.059408,3.5,18,1,"Japanese, Sushi Bars, Kosher"
4c2g3f516yTu4mZLbYqsmQ,Passage Restaurant,10783 Bustleton Ave,40.1093432,-75.024766,4.0,21,1,"German, French, Modern European, Beer, Wine & Spirits, Ukrainian, Food"
2z82YBsqTcf4VRkcdVCTmg,Panda Express,942 Market Street,39.9515864405,-75.1565859872,3.5,35,1,"Food, Chinese, Fast Food"
11HXgzo47w5e5pziFXpTNg,Market 16 Noodle Bar,34TH Market St,39.955696,-75.19161,1.5,39,0,"Food, Noodles, Specialty Food, Ethnic Food, Imported Food, Sushi Bars"
XuO9tZt0mEJeawrrt0R52g,Pub Webb,1527 Cecil B Moore Ave,39.9791353607,-75.160534073,4.0,60,1,"Beer, Wine & Spirits, Food, Nightlife, Music Venues, Sports Bars, Bars, Arts & Entertainment, American (New)"
znr5iGWOnCxgmZ8DJ-hEqQ,Big Bang's Bar & Grill,1433 Arch St,39.954819,-75.164595,2.5,11,0,"Asian Fusion, American (New), Soul Food"
aROWvF8ltWk6LLNO62haag,Biryani Bowl Indian Cuisine,219 E Willow Grove Ave,40.074304,-75.198701,4.0,109,0,"Asian Fusion, Halal, Vegetarian, Indian, Food, Food Delivery Services"
lAGS4ujbBQiSX_WL1GPkIg,Pete's Clown House,3878 Frankford Ave,40.0037398,-75.0946608,4.0,76,1,Breakfast & Brunch
Mz2ojdB5s1xW_tILMLXEDg,Jade Harbor,942 Race St,39.9552322,-75.155813,3.0,174,1,"Chinese, Seafood"
c5IbgP-mYEcIErktwqLKlQ,Skewers Bar and Grill,1437 South St,39.94403,-75.1666721,4.0,5,0,"American (New), Nightlife, Hookah Bars, Pubs, Bars, Fast Food"
JbyHeQe-Ifn3FPpp0LATwA,Dice's Deli & Catering,4460 Main St,40.0266665186,-75.2264526431,4.0,11,0,"Food, Delicatessen, Sandwiches, Burgers, Delis"
CM5Dq-mKnZYdi9OlVluehA,ERA,2743 Poplar St,39.9731622,-75.1820117,4.0,182,1,"Ethiopian, Dive Bars, Nightlife, Bars"
_5YKKrnxZ60H_VqtX3k-jw,Philly Pub 'n Grub,2001 Hamilton St,39.963,-75.172451,2.5,42,0,"Cheesesteaks, American (New), Burgers, Pubs, Nightlife, Chicken Wings, Sports Bars, Bars"
q1VOESxR99qJvpubnNxyJQ,Caribou Cafe,1126 Walnut St,39.9487531332,-75.1600949582,3.0,341,1,"French, Coffee & Tea, Cafes, Food"
d-wsqenNiu8fkZGpdw07dQ,Tootsie's Salad Express,12TH And Arch St,39.953903,-75.158731,3.0,49,0,"Caterers, Event Planning & Services, Fast Food, American (New)"
e4MoozYGqe_rb4_ZC1rYMQ,Nook Bakery & Coffee Bar,15 S 20th St,39.952725,-75.1729016,4.5,304,1,"Event Planning & Services, Venues & Event Spaces, Cupcakes, Coffee Roasteries, Italian, Food, Bakeries, Coffee & Tea"
JnPIjvC0cmooNDfsa9BmXg,Original Liberty Bell Restaurant,5213 Frankford Ave,40.0223544,-75.0776092,4.5,7,1,American (New)
WBV26KTRir5r2FOZlLJVAQ,Johnny's Hots,1234 N Delaware Ave,39.9673162,-75.1293744,4.5,91,1,"Burgers, Hot Dogs, Sandwiches"
uHtdM9fh6h4F0Ly3X3ez0Q,Oloroso,1121 Walnut St,39.9490799981,-75.1599725336,4.0,183,1,"Nightlife, Bars, Spanish"
Y7asEgUrJc3W9vD7wxEnQg,Rhythm and Brunch,6517 Elmwood Ave,39.9219015059,-75.2311522532,4.0,116,1,"American (New), Breakfast & Brunch"
zD12wBN9vQHecg_-m_YXOg,Nicholl's Seafood,7634 Castor Ave,40.05735,-75.06077,3.5,7,0,Seafood
POzBrXKhfXigUoHjQjW7BA,The Flavor Spot,5013 N Broad St,40.0294811141,-75.1464830339,4.0,17,1,Caribbean
FsVo3IKsjTC-2vhuSlvz2w,Q Lounge,1234 Locust St,39.947843,-75.161687,3.0,10,0,"American (Traditional), Lounges, Breakfast & Brunch, Nightlife, Gay Bars, Bars"
-n_beuzQuajaezPD2PyQvA,China Star,1600-5 N Broad St,39.977976,-75.158113,3.5,15,1,Chinese
JrG4NINLspXPNhSXg7Q07Q,Front Street Cafe,1253 N Front St,39.9702007,-75.1356343,4.0,716,1,"Coffee & Tea, Cafes, American (New), Cocktail Bars, Breakfast & Brunch, Vegan, Bars, Nightlife, Food, Juice Bars & Smoothies, Beer Gardens"
K0JZOvCUgYtbPjcDzys_kw,The Cambridge,1508 South St,39.9437655,-75.1676029,3.5,358,0,"Nightlife, American (New), Bars"
kvS8SpAgEUWCnmOBt4g2cg,Scramble Club,5201 Market St,39.96007,-75.224924,3.5,5,1,Breakfast & Brunch
UdHM_g-JbjxQvGaHKykKeA,Heng Seng Restaurant,2217 S 7th St,39.9211723,-75.1583961,4.5,22,1,"Chinese, Seafood, Vietnamese, Cambodian"
7QVS6kcmc2vfp3TDCGX-Cw,Colonial Pizza,400 S 43rd St,39.9513336,-75.2095376,4.0,106,1,Pizza
Co3Ogqy6y2JgZdG0wBlrUQ,Ten Stone Bar & Restaurant,2063 South St,39.9450458,-75.1769728,3.0,300,1,"Asian Fusion, Nightlife, American (New), Bars, Pubs"
OAs42PSxiaPS25sO8Vtfiw,Lets Wok,6258 N Broad St,40.0494003,-75.143,4.0,5,1,Unknown
jk3Uoq5yOqU9AdiFsjkXdw,Wendy's,5901 Ridge Avenue,40.0301352573,-75.2112745157,2.0,41,1,"Burgers, Food, Fast Food"
kPaixPxjX2qC0Z7ASbirPA,Chef Johnny Bravo's Surf N Turf,400 Spring Garden St,39.960522,-75.145463,3.5,17,1,"Food Trucks, Street Vendors, Sandwiches, Seafood, Asian Fusion, Food"
DVAyUdKXfZT0uhX-T_i_cA,Schmear It,3601 Market St,39.9568166568,-75.1941706775,4.5,50,1,"Bagels, Food Trucks, Sandwiches, Food"
VxC-ThIRmU3VcHS88INn4w,Sophia's,1623 E Passyunk Ave,39.929332,-75.163804,4.0,32,0,"Nightlife, Bars, American (New)"
2PX8MOkN6cPG7-gte7IpIQ,Mimi’s Cafe & Market,184 E Evergreen Ave,40.0769274956,-75.2064291547,4.0,5,1,"Breakfast & Brunch, Coffee & Tea, Food, Cafes"
HLrDflJTscXg3OuuU0SYkg,YOLO,1201 Spruce St,39.9467659,-75.1611269,2.0,21,0,"Food, Coffee & Tea, Cafes"
twuI1VB2L8_2MrhpswM4Kw,Pete's Famous Pizza Restaurant,2328 Fairmount Ave,39.9671836,-75.1764148,3.0,91,1,"Food Delivery Services, Pizza, Food"
ylz7EXVL1g8NhRnChnCrKA,Mister Chubby's,8312 State Rd,40.0340638,-75.0173264,3.5,15,1,Sandwiches
Gr6nYrQ_-3p4LcE4M84lTw,Dave & Buster's,325 N Christopher Columbus Blvd,39.9570239499,-75.1374835117,2.5,515,1,"Nightlife, Eatertainment, Bars, American (Traditional), Arts & Entertainment, Sports Bars, Arcades"
ZWYup7u2YhhY2JeZNSuESg,Good Flavor,2439 S 12th St,39.9192109,-75.1668619,3.0,22,1,Chinese
5uSYOp50F1_lGylRy6I10w,Popeyes Louisiana Kitchen,800 S Broad St,39.940632,-75.166651,2.5,36,1,"Fast Food, Southern, American (Traditional), Chicken Wings"
ZrkPvgCKxS_vBhYr8l-ZXw,King Food,2554 S American St,39.9158557,-75.1524261,4.0,15,1,"American (Traditional), Chinese"
nk67HeBSnvys7foxtiANng,Red King's BBQ,933 Race St,39.9555302,-75.1554691,3.5,60,0,"Barbeque, Chinese, Juice Bars & Smoothies, Food"
ToXXzuswqzq1gRq1wbFdiQ,Philadium Tavern,1631 Packer Ave,39.9125772,-75.1763593,4.5,35,0,"Sandwiches, American (Traditional), Bars, Sports Bars, Nightlife"
YNl2JK7qqYyHqKc4bbKivg,La Dominique,3300 Market St,39.9553587,-75.1896905,4.5,44,1,"Food Stands, Food, Food Trucks, Creperies, French, Polish"
_8mrg8d1KWWND8fMAQVqRQ,Sal's On 12th,200 S 12th St,39.9484312,-75.1607724,2.5,15,0,American (Traditional)
ulfMNXHzGVleRf2U5KwiQQ,Earth Bread + Brewery,7136 Germantown Ave,40.059176,-75.1904467,4.0,380,1,"Pizza, Food, Breweries, American (New)"
saS9fXK4BRcXOly3f3S_bg,Robeks,1035 Chestnut St,39.950401,-75.1583239,3.5,34,0,"Vegan, Juice Bars & Smoothies, Vegetarian, Food"
rdS9Uy5sDv97k6phZTceWA,Drexel Pizza Restaurant,107 N 33rd St,39.9579926,-75.1889787,3.0,43,0,"Pizza, Sandwiches, American (Traditional)"
XfxBlYGBEe9qBKN_6AA7Uw,Southside Zabihah Halal Eatery,6150 Woodland Ave,39.9280784,-75.2302899,4.5,19,1,"Cheesesteaks, Soul Food, Halal, American (Traditional)"
4EXm70lqkCxZ-WtgNon8sw,Gabriella's Vietnam,1837 E Passyunk Ave,39.926913,-75.166609,4.0,48,1,"Asian Fusion, Seafood, Steakhouses"
krCwF4raTYvBcCEwcbA88Q,Philadelphia Mills,1455 Franklin Mills Cir,40.0874923342,-74.9616227288,2.5,159,1,"Shopping Centers, Shopping, Fashion, Department Stores, Food"
sg4zySgp0Al1WNk-JhTbHQ,McDonald's,2211 Stenton Ave,40.0558378767,-75.1578596234,1.5,17,1,"Food, Burgers, Coffee & Tea, Fast Food"
ycm91tre_R4pRoV0STawSQ,Ateethi,9321 Krewstown Rd,40.0861073,-75.0450461,3.5,96,0,Indian
ZpHSMgEoV3fdyYbl8d8gZg,Popeyes Louisiana Kitchen,6300 City Line Ave,39.9894456,-75.2512214,2.0,5,1,"Chicken Shop, Food"
85e8Uyn8tIyEZCqBP80rqA,Lolita,106 S 13th St,39.9500808716,-75.162,4.0,668,1,Mexican
_QzlIe0DdxSHBJtbPvNG2A,Kim's Oriental Food,37th St And Walnut St,39.9538821377,-75.1975536346,4.0,79,1,"Food Stands, Chinese"
uIFRFef7l43YxA8G3dU6Tg,Mayflower Bakery & Cafe,1008 Race St,39.955259,-75.156314,4.5,125,1,"Food, Bakeries, Coffee & Tea, Desserts"
6VPD2WrgtD8h5UzjqaUnFA,Delmonico's Steakhouse,4200 City Ave,40.004379,-75.218198,3.0,49,0,"Hotels & Travel, Event Planning & Services, Bars, Nightlife, American (Traditional), Hotels, Steakhouses, Lounges"
ltaDKBb6_PMAOAXthRFKLA,Alma Mater,7165 Germantown Ave,40.060177,-75.190676,2.0,26,0,"American (Traditional), American (New), Sports Bars, Nightlife, Beer Gardens, Bars"
CnL9asvqi5hwXc1sj7bqig,Varalli,231 S Broad St,39.9483091,-75.1642073,3.5,91,0,"Italian, Seafood"
