loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,issue_date,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,known_dero,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,isDefault
1016343,216343,35454.54545,5,20.99,811.44,E,普通企业,批发和零售业,2 years,0,2015/5/1,4,18.57,0,5,1,1,2,1604,160.4,0
1007598,207598,27490.90909,5,27.585,1100.53,F,普通企业,金融业,2 years,1,2018/7/1,0,51.21818182,0,32,1,1,4,10435,0,0
1038441,238441,2454.545455,3,14.085,104.96,D,高等教育机构,建筑业,4 years,2,2009/10/1,5,1.68,1,6,0,0,2,758,227.4,0
1017889,217889,19200,3,12.69,644.07,C,政府机构,公共服务、社会组织,3 years,0,2015/4/1,0,24.64,0,15,0,0,3,4583,0,0
1039508,239508,21272.72727,5,17.568,472.1,E,政府机构,建筑业,6 years,1,2015/5/1,0,13.66,0,5,0,0,0,0,0,1
1029741,229741,20300,5,17.57,510.75,D,普通企业,建筑业,10+ years,1,2015/4/1,0,21.74545455,0,15,0,0,0,0,0,1
1007138,207138,21627.27273,5,17.271,476.63,E,政府机构,电力、热力生产供应业,10+ years,0,2015/7/1,4,9.981818182,0,7,0,0,0,0,0,1
1013297,213297,9818.181818,3,11.858,391.62,B,普通企业,房地产业,10+ years,2,2016/2/1,0,20.02,0,7,0,0,3,4675,1402.5,0
1046960,246960,18654.54545,5,24.99,669.08,F,普通企业,住宿和餐饮业,4 years,2,2016/2/1,0,11.16,1,5,0,0,0,0,0,1
1000937,200937,17727.27273,3,14.98,519.84,C,普通企业,金融业,3 years,0,2014/1/1,0,13.09090909,2,34,0,0,0,1386,138.6,0
1039284,239284,35454.54545,3,13.869,1046,D,普通企业,建筑业,10+ years,1,2015/12/1,0,20.97818182,2,17,0,0,3,7562,756.2,0
1042337,242337,8000,3,11.691,269.52,C,普通企业,金融业,5 years,0,2015/1/1,0,16.35272727,0,9,0,0,0,2990,598,0
1035186,235186,4909.090909,3,16.02,211.01,C,上市企业,金融业,< 1 year,1,2018/1/1,4,9.032727273,0,10,0,0,2,1714,0,0
1046943,246943,24000,5,16.489,570.84,C,普通企业,金融业,9 years,0,2017/4/1,9,8.689090909,0,11,0,0,0,0,0,1
1010276,210276,5909.090909,3,10.323,164.81,B,幼教与中小学校,批发和零售业,1 year,1,2016/3/1,5,13.51636364,0,11,0,0,2,63,6.3,0
1012500,212500,12000,3,13.189,398.52,C,普通企业,农、林、牧、渔业,5 years,2,2015/12/1,0,29.48,0,8,0,0,2,4033,1209.9,0
1033513,233513,14500,3,14.839,541.2,C,幼教与中小学校,建筑业,10+ years,2,2016/8/1,0,24.01090909,2,11,1,1,3,490,0,0
1036928,236928,16818.18182,5,17.27,462.47,C,普通企业,制造业,7 years,1,2013/3/1,0,7.322727273,1,7,0,0,1,8127,1625.4,0
1022975,222975,9500,3,13.11,320.6,B,高等教育机构,批发和零售业,3 years,0,2013/1/1,0,4.681818182,0,5,0,0,0,0,0,1
1039968,239968,12272.72727,3,10.99,491.01,B,政府机构,文化和体育业,,0,2013/11/1,4,23.12181818,0,14,0,0,0,0,0,1
1033710,233710,5454.545455,3,16.489,207.97,C,世界五百强,住宿和餐饮业,2 years,1,2017/2/1,0,19.26363636,4,8,0,0,0,0,0,1
1046567,246567,9090.909091,3,10.323,329.62,B,政府机构,建筑业,10+ years,1,2016/3/1,4,7.38,0,15,2,2,0,1356,135.6,0
1016315,216315,43636.36364,3,7.191,1253.28,A,政府机构,住宿和餐饮业,1 year,1,2016/10/1,0,12.56363636,0,9,0,0,1,3086,0,0
1032608,232608,9090.909091,3,8.9,317.54,A,幼教与中小学校,国际组织,< 1 year,1,2014/2/1,0,28.18909091,0,12,0,0,3,2095,628.5,0
1007997,207997,27272.72727,3,15.201,1067.95,D,政府机构,公共服务、社会组织,4 years,1,2011/5/1,1,8.554545455,0,15,0,0,0,10085,3025.5,0
1047065,247065,6136.363636,3,7.97,234.92,A,普通企业,房地产业,3 years,1,2017/7/1,0,4.778181818,0,4,0,0,3,2230,223,0
1036204,236204,15000,3,13.185,517.42,C,普通企业,建筑业,8 years,0,2015/10/1,0,11.54454545,0,18,1,1,3,6904,0,0
1011044,211044,18909.09091,3,8.239,497.63,A,普通企业,房地产业,10+ years,1,2017/1/1,8,10.74,1,20,0,0,2,3355,0,0
1026261,226261,28000,3,6.99,864.44,A,政府机构,电力、热力生产供应业,5 years,0,2015/1/1,0,24.94909091,2,16,0,0,1,3395,0,0
1012955,212955,1454.545455,3,18.81,57.13,C,政府机构,电力、热力生产供应业,10+ years,2,2013/12/1,8,13.2,1,7,1,1,3,249,0,0
1046334,246334,12000,3,14.685,406.36,C,幼教与中小学校,文化和体育业,9 years,0,2014/10/1,0,27.20909091,0,21,0,0,3,2699,0,0
1038771,238771,11200,3,7.551,352.99,B,高等教育机构,住宿和餐饮业,1 year,1,2016/2/1,4,14.50636364,0,5,0,0,0,0,0,1
1002758,202758,9218.181818,3,10.296,257,B,普通企业,信息传输、软件和信息技术服务业,3 years,0,2014/11/1,0,20.68363636,0,15,1,1,2,2621,786.3,0
1017630,217630,16363.63636,3,4.788,451.73,A,世界五百强,公共服务、社会组织,10+ years,0,2016/7/1,0,10.06363636,1,29,0,0,2,7223,2166.9,0
1008233,208233,8000,3,7.34,248.27,A,政府机构,公共服务、社会组织,4 years,0,2018/3/1,4,13.74545455,0,10,0,0,0,596,0,0
1014419,214419,22690.90909,3,17.99,694.03,D,普通企业,金融业,1 year,0,2017/5/1,0,26.64,0,9,0,0,0,0,0,1
1018274,218274,12000,3,9.99,387.15,B,政府机构,文化和体育业,10+ years,0,2015/8/1,4,19.85454545,0,10,0,0,3,5808,1161.6,0
1044937,244937,16000,3,10.087,510.07,B,幼教与中小学校,文化和体育业,3 years,0,2015/12/1,0,10.7,0,21,0,0,0,1818,545.4,0
1016454,216454,13090.90909,5,14.049,289.34,D,普通企业,房地产业,2 years,1,2015/7/1,4,13.29545455,0,10,1,1,0,0,0,1
1015756,215756,5454.545455,3,12.015,203.18,C,世界五百强,金融业,< 1 year,1,2014/10/1,0,30.27,1,11,0,0,0,1392,417.6,0
1042674,242674,22500,3,10.64,806.08,B,普通企业,电力、热力生产供应业,< 1 year,1,2015/12/1,0,7.990909091,0,8,1,1,3,11311,2262.2,0
1027872,227872,30000,5,21.99,911.24,E,普通企业,建筑业,10+ years,2,2014/4/1,0,11.52727273,0,10,0,0,5,7791,0,0
1042054,242054,6872.727273,3,7.362,263.93,B,普通企业,信息传输、软件和信息技术服务业,9 years,0,2015/5/1,0,21.53454545,0,13,0,0,3,1559,467.7,0
1007507,207507,20000,3,16.641,727.98,D,世界五百强,公共服务、社会组织,10+ years,0,2013/1/1,12,24.08727273,0,21,0,0,0,635,63.5,0
1006340,206340,3000,3,16.425,108.84,D,普通企业,金融业,10+ years,0,2016/2/1,5,30.57,0,10,0,0,2,1299,0,0
1047843,247843,14090.90909,5,28.34,485.79,G,幼教与中小学校,文化和体育业,3 years,1,2016/4/1,0,30.97,0,14,0,0,4,161,32.2,0
1020842,220842,38181.81818,3,8.679,1095,A,上市企业,建筑业,3 years,0,2015/9/1,5,6.856363636,0,13,0,0,2,17102,3420.4,0
1017366,217366,4909.090909,3,7.986,185.98,A,政府机构,建筑业,2 years,1,2015/11/1,0,2.724545455,0,4,0,0,2,1848,0,0
1007766,207766,5909.090909,3,9.229,157.59,A,上市企业,金融业,2 years,1,2014/8/1,4,11.10909091,0,8,0,0,3,1287,0,0
1016836,216836,13090.90909,3,8.39,378.2,A,普通企业,文化和体育业,,0,2014/10/1,0,23.19545455,1,9,0,0,3,5081,0,0
1000617,200617,8727.272727,3,14.49,275.33,C,普通企业,建筑业,1 year,1,2016/9/1,0,32.06,0,13,0,0,0,653,130.6,0
1040553,240553,1181.818182,3,24.585,38.38,D,普通企业,建筑业,10+ years,0,2018/9/1,0,19.19090909,1,12,0,0,3,408,40.8,0
1015052,215052,17454.54545,3,8.69,500.65,A,普通企业,信息传输、软件和信息技术服务业,2 years,0,2012/9/1,4,23.12,0,16,0,0,3,5048,1009.6,0
1025923,225923,4545.454545,3,12.639,164.86,B,普通企业,公共服务、社会组织,5 years,1,2015/11/1,0,9.690909091,0,6,0,0,0,0,0,1
1013383,213383,9000,3,8.18,282.78,B,普通企业,房地产业,10+ years,0,2015/11/1,0,28.46181818,1,26,0,0,0,0,0,1
1007581,207581,4090.909091,3,8.679,156.43,A,世界五百强,信息传输、软件和信息技术服务业,10+ years,1,2015/11/1,0,5.49,0,8,1,1,3,1629,325.8,0
1010659,210659,11454.54545,3,10.725,450.1,B,普通企业,房地产业,10+ years,2,2016/3/1,0,30.98181818,0,14,0,0,3,6641,1992.3,0
1018044,218044,10181.81818,3,5.32,337.29,A,政府机构,住宿和餐饮业,8 years,0,2016/3/1,0,19.72636364,0,14,0,0,3,3164,0,0
1040501,240501,9090.909091,5,11.165,213.21,B,政府机构,农、林、牧、渔业,5 years,1,2014/11/1,0,18.94545455,0,14,0,0,4,2361,708.3,0
1019449,219449,2000,3,20.075,72.56,D,上市企业,文化和体育业,10+ years,2,2016/5/1,5,20.81,0,3,0,0,3,930,186,0
1040345,240345,13636.36364,3,8.784,482.32,B,普通企业,文化和体育业,8 years,2,2015/12/1,5,13.75636364,0,7,0,0,2,5134,1540.2,0
1010907,210907,10000,3,19.52,369.2,D,政府机构,房地产业,10+ years,0,2013/10/1,0,21.18181818,0,12,0,0,2,2811,562.2,0
1046837,246837,14181.81818,3,13.491,415.93,C,普通企业,信息传输、软件和信息技术服务业,3 years,0,2017/1/1,1,37.95272727,0,13,0,0,3,1062,0,0
1034482,234482,2100,3,7.931,65.05,A,普通企业,金融业,5 years,1,2018/7/1,7,8.533636364,0,11,0,0,3,323,96.9,0
1003485,203485,12000,3,15.037,374.2,C,普通企业,金融业,3 years,1,2016/4/1,0,15.90909091,0,8,1,1,0,3747,1124.1,0
1038913,238913,7090.909091,3,11.53,197.95,B,政府机构,农、林、牧、渔业,< 1 year,2,2015/4/1,0,14.56363636,1,9,0,0,2,258,0,0
1021259,221259,11000,5,14.99,261.64,C,幼教与中小学校,金融业,< 1 year,0,2014/10/1,4,11.51818182,0,10,0,0,4,2377,0,0
1004749,204749,11000,3,6.426,340.36,A,普通企业,国际组织,,2,2010/10/1,4,1.945454545,0,7,0,0,0,0,0,0
1030715,230715,10909.09091,3,7.362,377.04,B,普通企业,电力、热力生产供应业,,0,2015/9/1,4,31.94545455,0,13,1,1,0,0,0,0
1023774,223774,5500,3,11.44,181.22,B,上市企业,国际组织,5 years,2,2015/1/1,0,15.18545455,0,8,1,1,0,0,0,0
1023562,223562,13000,3,21.989,483.07,D,普通企业,公共服务、社会组织,9 years,1,2017/3/1,5,15.14454545,0,8,0,0,0,0,0,1
1047275,247275,2454.545455,3,10.087,95.64,B,幼教与中小学校,公共服务、社会组织,1 year,1,2015/7/1,3,8.127272727,0,8,1,0,0,0,0,0
1021540,221540,6545.454545,3,8.998,251.36,B,政府机构,文化和体育业,3 years,1,2015/10/1,0,15.49090909,0,13,0,0,0,0,0,0
1028652,228652,8181.818182,3,7.97,313.23,A,幼教与中小学校,公共服务、社会组织,10+ years,1,2017/9/1,4,15.16363636,0,15,1,1,0,0,0,0
1029659,229659,21625,5,22.491,634.6,E,上市企业,文化和体育业,10+ years,2,2016/5/1,0,25.14545455,0,9,0,0,0,0,0,1
1032350,232350,35000,5,15.813,880.61,D,普通企业,金融业,3 years,0,2015/7/1,0,21.76363636,0,20,0,0,0,0,0,1
1019652,219652,7272.727273,3,23.595,303.26,D,普通企业,文化和体育业,5 years,1,2017/12/1,0,42.54545455,3,10,0,0,0,0,0,1
1016691,216691,8181.818182,3,13.629,300.61,C,普通企业,房地产业,5 years,0,2015/2/1,4,34.97,0,11,0,0,0,0,0,0
1041075,241075,8000,3,14.289,269.52,B,普通企业,国际组织,7 years,1,2013/10/1,0,12.47,1,7,1,1,0,0,0,0
1009280,209280,12000,3,11.462,389.58,B,政府机构,金融业,6 years,0,2017/9/1,0,18.68727273,0,15,0,0,0,0,0,0
1002729,202729,8611.363636,5,17.091,272.97,E,上市企业,公共服务、社会组织,< 1 year,1,2014/10/1,0,28.65818182,0,11,0,0,0,0,0,0
1048234,248234,4545.454545,3,12.879,171.65,C,普通企业,住宿和餐饮业,2 years,1,2014/12/1,0,11.54181818,0,15,0,0,0,0,0,1
1001423,201423,8331.818182,3,15.928,242.6,C,普通企业,信息传输、软件和信息技术服务业,4 years,1,2015/12/1,0,37.87636364,0,9,0,0,0,0,0,0
1027220,227220,3300,3,9.17,105.21,B,普通企业,采矿业,< 1 year,1,2015/3/1,0,7.069090909,1,14,0,0,0,0,0,0
1024084,224084,8875,5,23.63,253.42,F,普通企业,建筑业,7 years,1,2013/6/1,0,14.82,0,7,0,0,0,0,0,0
1025743,225743,4545.454545,3,9.449,158.05,A,幼教与中小学校,电力、热力生产供应业,10+ years,1,2016/8/1,0,20.54181818,0,10,0,0,0,0,0,0
1043887,243887,35000,5,21.591,1006.68,F,政府机构,金融业,2 years,1,2015/8/1,4,17.02,0,11,0,0,0,0,0,0
1038870,238870,26472.72727,3,13.189,743.9,B,普通企业,文化和体育业,10+ years,0,2013/11/1,0,13.85181818,0,10,0,0,0,0,0,0
1049141,249141,12825,5,16.99,318.67,D,政府机构,电力、热力生产供应业,1 year,1,2014/10/1,3,8.02,0,11,0,0,0,0,0,0
1043546,243546,11836.36364,3,15.59,379.27,D,政府机构,建筑业,< 1 year,1,2015/2/1,0,41.07272727,0,15,0,0,0,0,0,0
1033457,233457,11818.18182,3,17.991,371.59,E,普通企业,金融业,10+ years,2,2016/4/1,0,18.11,0,24,2,1,0,0,0,1
1041725,241725,19706.81818,3,7.551,525.54,A,幼教与中小学校,电力、热力生产供应业,10+ years,0,2014/10/1,0,26.07,0,33,3,0,0,0,0,0
1004275,204275,18909.09091,3,16.489,554.57,C,普通企业,交通运输、仓储和邮政业,3 years,0,2016/11/1,5,11.88,0,11,1,1,0,0,0,1
1034183,234183,22454.54545,3,7.139,582.25,A,普通企业,电力、热力生产供应业,10+ years,0,2016/3/1,4,16.38181818,0,18,0,0,0,0,0,0
1022596,222596,1500,3,12.74,50.36,C,幼教与中小学校,交通运输、仓储和邮政业,10+ years,1,2016/11/1,5,25.21818182,0,11,0,0,0,0,0,0
1025883,225883,10000,3,16.115,344.95,C,普通企业,国际组织,10+ years,1,2015/7/1,0,26.29090909,1,9,0,0,0,0,0,0
1038452,238452,25000,3,15.138,672.15,E,普通企业,交通运输、仓储和邮政业,2 years,1,2010/7/1,4,21.66,0,16,0,0,0,0,0,0
1022371,222371,16363.63636,3,11.99,498.15,C,普通企业,公共服务、社会组织,5 years,0,2016/6/1,0,23.72727273,0,10,0,0,0,0,0,0
1010527,210527,4909.090909,3,9.218,189.08,A,普通企业,建筑业,< 1 year,0,2008/1/1,0,12.5,0,6,0,,0,0,0,0
1009235,209235,9272.727273,3,19.866,307.56,D,政府机构,公共服务、社会组织,,2,2017/7/1,0,25.64545455,2,22,0,0,0,0,0,0
1012749,212749,13000,3,13.49,441.1,C,政府机构,信息传输、软件和信息技术服务业,10+ years,1,2016/6/1,0,19.20909091,0,10,0,0,1,6270,627,0
1035463,235463,11515.90909,3,13.99,480.99,C,普通企业,房地产业,< 1 year,0,2015/7/1,0,27.70909091,0,14,0,0,0,1609,321.8,0
1019945,219945,28636.36364,5,27.801,1151.58,G,普通企业,房地产业,10+ years,0,2017/8/1,0,15.42,0,13,0,0,3,15843,4752.9,0
1016729,216729,22554.54545,3,6.858,644.27,A,普通企业,金融业,5 years,0,2013/9/1,0,21.82909091,0,9,0,0,3,8369,836.9,0
1035793,235793,8000,3,16.99,285.19,D,普通企业,采矿业,7 years,1,2015/6/1,0,15.65454545,0,6,1,0,3,974,292.2,0
1032838,232838,16772.72727,3,10.323,506.79,B,普通企业,信息传输、软件和信息技术服务业,10+ years,1,2016/4/1,0,14.08909091,0,18,0,0,0,0,0,1
1005194,205194,16363.63636,5,14.049,361.67,D,政府机构,电力、热力生产供应业,< 1 year,1,2015/5/1,4,17.42727273,0,8,0,0,3,2703,0,0
1011579,211579,4545.454545,3,14.661,176.51,D,普通企业,公共服务、社会组织,< 1 year,0,2016/5/1,0,39.43636364,2,30,0,0,0,0,0,1
1035159,235159,8863.636364,3,8.18,235.65,B,幼教与中小学校,住宿和餐饮业,10+ years,0,2015/2/1,0,16.60090909,0,7,0,0,0,0,0,1
1018295,218295,9090.909091,5,11.997,229.23,C,普通企业,公共服务、社会组织,1 year,1,2015/10/1,4,10.26545455,0,6,0,0,0,0,0,1
1004899,204899,16727.27273,5,17.171,443.65,C,普通企业,文化和体育业,5 years,0,2014/1/1,0,14.08090909,0,11,0,0,4,1011,101.1,0
1028717,228717,21818.18182,3,12.49,668.98,B,普通企业,电力、热力生产供应业,5 years,1,2014/10/1,4,11.44636364,0,13,0,0,3,7910,0,0
1033464,233464,14400,3,17.171,615.39,D,幼教与中小学校,金融业,,2,2015/10/1,0,32.23636364,0,8,0,0,1,4147,1244.1,0
1010197,210197,20454.54545,5,11.907,364.8,C,政府机构,金融业,10+ years,0,2010/6/1,2,2.88,0,18,0,0,0,0,0,0
1016908,216908,3000,3,10.75,97.87,B,上市企业,公共服务、社会组织,10+ years,1,2016/3/1,0,7.87,0,14,0,0,0,0,0,0
1029532,229532,7090.909091,3,13.491,207.97,C,上市企业,金融业,2 years,0,2017/1/1,0,26.88181818,0,27,0,0,0,0,0,0
1049484,249484,19636.36364,3,9.99,580.73,B,普通企业,电力、热力生产供应业,10+ years,0,2015/3/1,4,3.927272727,1,15,0,0,0,0,0,0
1015278,215278,7272.727273,3,13.66,272.11,C,普通企业,交通运输、仓储和邮政业,10+ years,1,2015/1/1,0,33.57,0,13,2,2,0,0,0,0
1000220,200220,21818.18182,5,14.661,489.45,D,普通企业,电力、热力生产供应业,2 years,1,2014/10/1,0,7.054545455,0,8,0,0,0,0,0,0
1031459,231459,14625,3,16.742,430.32,C,幼教与中小学校,国际组织,10+ years,0,2013/9/1,0,18.45818182,0,8,1,1,0,0,0,1
1030962,230962,14545.45455,5,17.171,385.79,D,政府机构,采矿业,,0,2014/7/1,0,18.96545455,0,14,0,0,0,0,0,1
1006477,206477,32727.27273,3,7.101,938.57,A,政府机构,金融业,10+ years,0,2015/12/1,4,20.65454545,0,6,0,0,0,0,0,0
1031701,231701,35454.54545,3,7.689,926.18,A,普通企业,房地产业,5 years,0,2016/1/1,0,10.95272727,0,14,0,0,0,0,0,0
1030882,230882,28363.63636,3,10.99,785.62,B,普通企业,建筑业,10+ years,1,2014/6/1,0,14.68,0,33,0,0,0,0,0,1
1049030,249030,19200,5,8.091,398.47,B,幼教与中小学校,公共服务、社会组织,10+ years,0,2016/7/1,0,15.86181818,0,27,0,0,0,0,0,0
1009355,209355,14727.27273,5,16.46,442.14,C,政府机构,金融业,,0,2018/5/1,2,9.72,3,18,0,0,0,0,0,0
1010678,210678,10909.09091,3,7.551,378.2,B,幼教与中小学校,文化和体育业,< 1 year,1,2016/2/1,4,24.39,0,9,0,0,0,0,0,0
1024499,224499,33031.81818,5,17.991,740.35,E,普通企业,信息传输、软件和信息技术服务业,4 years,0,2015/9/1,0,25.89090909,0,15,0,0,0,0,0,1
1042740,242740,17400,3,14.49,548.94,C,政府机构,信息传输、软件和信息技术服务业,10+ years,0,2016/7/1,0,8.6,0,12,0,0,0,0,0,0
1047310,247310,10000,5,11.691,227.48,C,普通企业,住宿和餐饮业,5 years,1,2014/10/1,0,26.04545455,0,10,0,0,0,0,0,0
1029146,229146,22000,3,8.382,685.55,A,普通企业,信息传输、软件和信息技术服务业,8 years,0,2013/12/1,4,6.3,0,11,0,0,0,0,0,0
1046295,246295,15000,5,11.421,338.93,C,普通企业,金融业,7 years,0,2015/5/1,0,15.18545455,0,8,0,0,0,0,0,0
1004882,204882,20000,3,9.009,628.49,A,上市企业,金融业,,0,2014/12/1,0,28.11818182,0,20,0,0,0,0,0,0
1005112,205112,15636.36364,3,20.735,629.18,D,普通企业,电力、热力生产供应业,5 years,1,2013/7/1,4,12.12545455,0,7,0,0,0,0,0,0
1026175,226175,2945.454545,3,16.489,124.78,C,普通企业,电力、热力生产供应业,2 years,1,2014/10/1,3,1.06,15,16,0,0,0,0,0,0
1048314,248314,4090.909091,3,21.989,185.8,E,上市企业,交通运输、仓储和邮政业,< 1 year,1,2016/3/1,3,5.072727273,0,5,0,0,0,0,0,0
1003412,203412,8727.272727,3,18.689,285.19,D,幼教与中小学校,金融业,10+ years,0,2014/2/1,0,12.28181818,0,13,1,1,0,0,0,0
1017967,217967,9113.636364,3,25.803,418.31,G,世界五百强,制造业,< 1 year,1,2016/4/1,1,12.00272727,0,4,0,0,0,0,0,1
1044254,244254,9090.909091,3,6.92,308.41,A,普通企业,金融业,10+ years,0,2015/2/1,0,19.46,1,21,0,0,0,0,0,0
1010992,210992,11818.18182,3,7.26,402.95,A,幼教与中小学校,交通运输、仓储和邮政业,1 year,1,2015/5/1,4,10.49,1,16,0,0,0,0,0,0
1040310,240310,10000,3,6.03,304.36,A,高等教育机构,住宿和餐饮业,7 years,0,2014/7/1,4,14.29,0,21,0,0,0,0,0,0
1006720,206720,43636.36364,3,7.39,1242.23,A,政府机构,金融业,2 years,0,2016/3/1,2,15.97090909,0,23,0,0,0,0,0,0
1043248,243248,11181.81818,3,21.989,380.88,D,普通企业,住宿和餐饮业,4 years,0,2016/9/1,0,14.14545455,0,11,0,0,0,0,0,1
1047999,247999,21818.18182,5,12.591,558.32,C,普通企业,农、林、牧、渔业,< 1 year,0,2017/4/1,0,20.75727273,3,20,0,0,0,0,0,0
1018532,218532,19000,3,7.689,586.58,A,世界五百强,建筑业,,1,2017/1/1,0,9.109090909,0,17,0,0,0,0,0,0
1023278,223278,12272.72727,5,15.05,357.25,C,普通企业,金融业,9 years,0,2017/5/1,0,22.19090909,0,8,0,0,0,0,0,0
1000227,200227,10472.72727,3,6.11,292.53,A,普通企业,金融业,2 years,0,2018/7/1,4,10.07181818,0,18,0,0,3,4540,454,0
1017082,217082,6618.181818,3,9.229,176.5,A,普通企业,批发和零售业,< 1 year,1,2014/7/1,0,19.81,0,20,0,0,1,215,64.5,0
1025670,225670,12272.72727,5,17.57,377.41,D,普通企业,电力、热力生产供应业,< 1 year,0,2014/9/1,0,23.75454545,0,9,0,0,3,5743,1722.9,0
1032731,232731,1636.363636,3,10.923,58.03,B,上市企业,批发和零售业,6 years,1,2017/9/1,4,15.52727273,0,15,1,1,0,0,0,1
1027413,227413,28636.36364,5,15.31,838.36,C,普通企业,金融业,10+ years,0,2014/4/1,4,15.66818182,0,14,0,0,4,5552,555.2,0
1046509,246509,5000,3,10.74,163.08,B,普通企业,住宿和餐饮业,10+ years,0,2012/5/1,4,16.72,0,13,0,0,0,0,0,1
1021737,221737,38181.81818,3,16.91,1246.28,C,普通企业,住宿和餐饮业,< 1 year,1,2018/10/1,0,15.36363636,0,13,0,0,0,749,224.7,0
1012060,212060,4363.636364,3,7.689,123.5,A,普通企业,金融业,3 years,1,2017/1/1,4,14.93636364,0,5,0,0,1,1509,452.7,0
1042446,242446,12727.27273,3,14.65,482.92,C,上市企业,批发和零售业,10+ years,1,2015/5/1,0,10.43181818,0,14,0,0,3,2284,228.4,0
1010489,210489,15545.45455,3,14.418,668.18,C,普通企业,建筑业,10+ years,1,2017/6/1,0,27.9,0,15,0,0,1,5840,584,0
1026032,226032,23636.36364,5,15.61,482.23,D,政府机构,建筑业,5 years,1,2015/10/1,0,31.77818182,1,17,0,0,0,6788,678.8,0
1049889,249889,17727.27273,3,14.784,508.6,C,政府机构,金融业,10+ years,1,2016/1/1,0,18.09,0,15,1,1,2,233,46.6,0
1001841,201841,5909.090909,3,8.94,158.86,A,政府机构,文化和体育业,6 years,1,2009/11/1,0,6.13,1,5,0,0,1,1132,0,0
1033208,233208,9809.090909,3,9.891,271.7,B,政府机构,住宿和餐饮业,3 years,1,2015/8/1,4,14.84545455,0,17,0,0,3,993,99.3,0
1013816,213816,8727.272727,3,14.391,281.22,C,普通企业,金融业,,0,2016/12/1,5,34.95,0,11,0,0,1,3296,0,0
1000582,200582,13090.90909,3,14.839,407.17,C,普通企业,公共服务、社会组织,10+ years,0,2016/8/1,0,24.83181818,1,15,0,0,3,685,137,0
1017929,217929,20000,3,11.48,659.33,B,普通企业,电力、热力生产供应业,4 years,1,2015/12/1,0,13.15636364,0,14,0,0,3,9909,2972.7,0
1003507,203507,28636.36364,3,15.993,1261.3,D,普通企业,电力、热力生产供应业,10+ years,1,2013/5/1,0,29.11818182,1,11,0,0,2,1819,363.8,0
1027291,227291,26181.81818,3,7.029,734.38,A,普通企业,住宿和餐饮业,4 years,1,2015/5/1,0,13.58,3,9,0,0,1,2232,446.4,0
1013389,213389,5890.909091,3,13.519,240.15,C,普通企业,住宿和餐饮业,4 years,1,2015/6/1,0,39.15,0,11,0,0,3,293,87.9,0
1036463,236463,3625,3,22.539,135.63,E,上市企业,公共服务、社会组织,3 years,0,2013/7/1,0,13.14,0,13,0,0,3,1054,210.8,0
1043636,243636,11818.18182,5,19.536,252.64,D,政府机构,交通运输、仓储和邮政业,10+ years,0,2013/11/1,9,15.96272727,0,14,0,0,3,4701,1410.3,0
1006571,206571,7363.636364,3,13.49,305.38,C,幼教与中小学校,住宿和餐饮业,1 year,1,2016/12/1,4,18.63,0,4,0,0,0,0,0,1
1027918,227918,19636.36364,5,14.031,433.82,D,世界五百强,公共服务、社会组织,10+ years,2,2014/12/1,0,24.77454545,0,18,0,0,4,5187,518.7,0
1018127,218127,8727.272727,3,11.466,268.56,C,政府机构,金融业,,0,2017/2/1,4,44.04545455,0,8,1,1,1,269,0,0
1032790,232790,5563.636364,3,16.99,242.41,D,普通企业,金融业,9 years,1,2016/10/1,8,24.32454545,0,16,0,0,0,1670,0,0
1018846,218846,32727.27273,3,7.07,927.28,A,普通企业,房地产业,10+ years,2,2017/7/1,4,14.58818182,0,29,0,0,0,0,0,1
1023824,223824,14481.81818,3,12.639,583.6,B,高等教育机构,文化和体育业,10+ years,0,2016/12/1,4,22.68,0,13,0,0,2,6471,647.1,0
1019318,219318,2454.545455,3,15.31,104.46,C,普通企业,制造业,2 years,0,2013/6/1,2,11.85454545,0,7,0,0,3,975,0,0
1047428,247428,8509.090909,3,13.882,241.29,C,普通企业,房地产业,10+ years,0,2017/12/1,5,16.52727273,0,9,0,0,0,1298,129.8,0
1031979,231979,11515.90909,5,21.087,400.27,F,政府机构,公共服务、社会组织,10+ years,1,2014/10/1,4,15.14181818,2,17,0,0,0,0,0,1
1019968,219968,7681.818182,3,15.04,293.09,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2018/4/1,0,54.70909091,0,11,1,1,0,0,0,1
1015362,215362,4363.636364,5,10.791,88.96,B,普通企业,金融业,< 1 year,1,2011/8/1,0,26.37818182,0,5,0,0,0,0,0,1
1001256,201256,7036.363636,3,16.489,298.08,C,政府机构,电力、热力生产供应业,7 years,1,2014/11/1,4,30.06545455,0,5,0,0,3,188,37.6,0
1015958,215958,12000,3,15.813,431.25,D,普通企业,金融业,2 years,1,2015/10/1,0,29.47,0,16,0,0,2,1405,281,0
1020053,220053,13636.36364,3,18.205,442.87,D,幼教与中小学校,信息传输、软件和信息技术服务业,5 years,1,2015/6/1,4,15.86454545,0,10,0,0,2,2957,295.7,0
1004193,204193,5909.090909,3,20.889,183.26,D,普通企业,采矿业,3 years,2,2016/2/1,2,34.35454545,0,7,0,0,0,295,0,0
1039967,239967,18909.09091,3,13.041,550.66,C,政府机构,制造业,9 years,0,2014/10/1,0,34.36363636,0,26,0,0,1,619,123.8,0
